Index,Age,Overall,Weak Foot,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
588,24,79,4.0,ST,66.0,81.0,54.0,78.0,80.0,85.0,68.0,65.0,62.0,82.0,84.0,79.0,83.0,79.0,75.0,82.0,59.0,68.0,68.0,79.0,55.0,39.0,79.0,74.0,75.0,67.0,39.0,48.0,39.0,8.0,12.0,10.0,10.0,9.0
589,21,79,4.0,RS,66.0,70.0,53.0,72.0,59.0,87.0,70.0,46.0,68.0,81.0,92.0,92.0,93.0,78.0,87.0,80.0,68.0,74.0,66.0,70.0,36.0,15.0,74.0,70.0,47.0,72.0,26.0,16.0,22.0,10.0,9.0,12.0,7.0,7.0
591,25,79,3.0,ST,48.0,84.0,81.0,69.0,76.0,75.0,49.0,43.0,48.0,79.0,71.0,73.0,72.0,71.0,71.0,75.0,90.0,71.0,78.0,62.0,72.0,22.0,85.0,65.0,75.0,74.0,22.0,27.0,20.0,8.0,15.0,7.0,15.0,15.0
592,28,79,5.0,ST,61.0,86.0,76.0,67.0,71.0,71.0,67.0,60.0,65.0,74.0,78.0,84.0,77.0,74.0,71.0,81.0,87.0,77.0,76.0,80.0,66.0,28.0,82.0,69.0,72.0,78.0,50.0,25.0,25.0,10.0,14.0,12.0,8.0,11.0
608,27,79,3.0,RS,66.0,82.0,72.0,72.0,78.0,76.0,48.0,46.0,52.0,76.0,78.0,79.0,78.0,75.0,78.0,80.0,75.0,72.0,74.0,72.0,65.0,35.0,83.0,65.0,80.0,70.0,44.0,36.0,31.0,15.0,13.0,15.0,14.0,8.0
621,27,79,4.0,ST,45.0,74.0,83.0,67.0,75.0,80.0,66.0,54.0,44.0,81.0,80.0,81.0,64.0,80.0,61.0,79.0,92.0,68.0,83.0,64.0,76.0,29.0,78.0,75.0,75.0,72.0,36.0,19.0,24.0,8.0,11.0,16.0,10.0,14.0
648,29,79,4.0,ST,41.0,82.0,76.0,72.0,81.0,77.0,73.0,64.0,34.0,78.0,76.0,75.0,81.0,77.0,75.0,78.0,77.0,73.0,68.0,79.0,71.0,35.0,80.0,61.0,75.0,78.0,55.0,33.0,21.0,9.0,8.0,9.0,11.0,12.0
653,26,79,3.0,ST,52.0,83.0,73.0,71.0,69.0,74.0,63.0,45.0,60.0,77.0,87.0,89.0,74.0,74.0,74.0,76.0,65.0,72.0,75.0,66.0,73.0,40.0,82.0,71.0,75.0,78.0,29.0,39.0,25.0,10.0,15.0,8.0,10.0,6.0
659,27,79,4.0,ST,64.0,79.0,82.0,72.0,74.0,75.0,72.0,73.0,60.0,78.0,72.0,75.0,73.0,80.0,66.0,83.0,80.0,73.0,74.0,75.0,75.0,31.0,81.0,61.0,82.0,77.0,33.0,34.0,15.0,12.0,14.0,12.0,12.0,9.0
661,28,79,4.0,ST,53.0,80.0,80.0,70.0,81.0,75.0,42.0,46.0,49.0,80.0,65.0,71.0,65.0,75.0,54.0,82.0,74.0,71.0,79.0,75.0,71.0,37.0,79.0,65.0,70.0,63.0,35.0,34.0,21.0,7.0,9.0,8.0,13.0,13.0
662,28,79,4.0,ST,67.0,75.0,79.0,75.0,76.0,76.0,76.0,80.0,66.0,77.0,86.0,76.0,77.0,75.0,74.0,86.0,76.0,79.0,77.0,72.0,68.0,56.0,77.0,78.0,85.0,76.0,30.0,57.0,35.0,9.0,16.0,7.0,8.0,7.0
663,27,79,4.0,CF,73.0,77.0,76.0,81.0,74.0,78.0,70.0,66.0,74.0,81.0,80.0,77.0,72.0,76.0,80.0,76.0,66.0,75.0,65.0,74.0,61.0,33.0,83.0,77.0,72.0,75.0,37.0,41.0,34.0,9.0,14.0,8.0,8.0,7.0
675,28,79,4.0,LS,63.0,77.0,54.0,80.0,78.0,80.0,73.0,49.0,70.0,81.0,93.0,90.0,90.0,82.0,83.0,72.0,82.0,83.0,72.0,75.0,52.0,67.0,80.0,79.0,74.0,84.0,30.0,35.0,43.0,10.0,9.0,14.0,7.0,12.0
682,30,79,4.0,ST,60.0,83.0,78.0,72.0,75.0,73.0,64.0,54.0,48.0,78.0,67.0,73.0,69.0,78.0,58.0,76.0,68.0,71.0,77.0,60.0,68.0,42.0,87.0,66.0,70.0,78.0,46.0,32.0,28.0,9.0,11.0,9.0,11.0,7.0
689,29,79,4.0,RS,58.0,84.0,82.0,65.0,83.0,64.0,57.0,45.0,49.0,70.0,57.0,62.0,64.0,84.0,57.0,79.0,66.0,81.0,76.0,65.0,60.0,39.0,85.0,61.0,76.0,82.0,46.0,44.0,21.0,11.0,7.0,15.0,13.0,7.0
693,28,79,4.0,ST,72.0,80.0,74.0,81.0,79.0,82.0,85.0,72.0,64.0,83.0,68.0,73.0,79.0,76.0,68.0,81.0,70.0,68.0,72.0,80.0,50.0,30.0,80.0,82.0,80.0,78.0,31.0,32.0,30.0,9.0,7.0,5.0,9.0,10.0
694,31,79,4.0,RS,72.0,78.0,60.0,76.0,76.0,83.0,80.0,78.0,58.0,83.0,85.0,84.0,81.0,78.0,80.0,80.0,50.0,78.0,60.0,76.0,60.0,24.0,83.0,78.0,78.0,78.0,31.0,20.0,26.0,8.0,12.0,11.0,10.0,9.0
695,30,79,3.0,ST,64.0,84.0,79.0,65.0,74.0,73.0,67.0,52.0,56.0,77.0,77.0,69.0,75.0,82.0,79.0,75.0,83.0,66.0,53.0,66.0,59.0,26.0,86.0,70.0,74.0,79.0,21.0,29.0,25.0,14.0,12.0,9.0,12.0,11.0
698,31,79,3.0,ST,56.0,79.0,74.0,73.0,78.0,80.0,49.0,50.0,49.0,81.0,74.0,74.0,79.0,80.0,76.0,81.0,76.0,66.0,64.0,80.0,62.0,26.0,79.0,62.0,69.0,70.0,42.0,23.0,20.0,6.0,13.0,8.0,14.0,11.0
709,34,79,3.0,LS,51.0,80.0,79.0,69.0,84.0,79.0,78.0,53.0,52.0,82.0,64.0,59.0,86.0,80.0,69.0,83.0,93.0,63.0,71.0,78.0,66.0,18.0,83.0,55.0,70.0,78.0,35.0,35.0,27.0,8.0,9.0,16.0,9.0,11.0
719,35,79,4.0,LS,66.0,80.0,76.0,75.0,74.0,78.0,78.0,73.0,70.0,80.0,77.0,83.0,84.0,74.0,80.0,77.0,84.0,77.0,75.0,75.0,61.0,59.0,82.0,72.0,80.0,84.0,30.0,58.0,29.0,8.0,10.0,11.0,13.0,6.0
721,32,79,3.0,ST,68.0,82.0,72.0,66.0,77.0,69.0,60.0,70.0,60.0,69.0,81.0,79.0,72.0,81.0,48.0,85.0,66.0,69.0,79.0,74.0,85.0,33.0,85.0,64.0,79.0,71.0,29.0,29.0,26.0,14.0,15.0,11.0,8.0,12.0
724,34,79,3.0,ST,58.0,80.0,92.0,72.0,76.0,72.0,64.0,44.0,55.0,74.0,67.0,70.0,65.0,76.0,52.0,78.0,76.0,57.0,82.0,66.0,70.0,31.0,78.0,76.0,79.0,84.0,25.0,25.0,19.0,13.0,9.0,12.0,9.0,13.0
726,24,78,3.0,RS,36.0,86.0,76.0,74.0,73.0,79.0,60.0,53.0,35.0,81.0,63.0,66.0,60.0,78.0,57.0,78.0,68.0,60.0,61.0,80.0,38.0,11.0,75.0,60.0,77.0,70.0,55.0,12.0,16.0,7.0,13.0,13.0,15.0,6.0
732,20,78,5.0,LS,63.0,81.0,76.0,72.0,80.0,76.0,72.0,38.0,54.0,77.0,75.0,77.0,74.0,78.0,65.0,79.0,66.0,69.0,76.0,72.0,57.0,23.0,78.0,65.0,60.0,73.0,19.0,26.0,16.0,8.0,7.0,12.0,9.0,13.0
747,27,78,3.0,LS,52.0,76.0,77.0,68.0,73.0,75.0,69.0,40.0,54.0,77.0,79.0,86.0,71.0,78.0,65.0,77.0,78.0,76.0,78.0,68.0,90.0,40.0,84.0,58.0,68.0,79.0,50.0,45.0,35.0,8.0,9.0,7.0,7.0,7.0
758,28,78,3.0,ST,48.0,81.0,83.0,64.0,75.0,74.0,46.0,34.0,45.0,76.0,58.0,54.0,53.0,75.0,39.0,84.0,74.0,82.0,83.0,75.0,80.0,25.0,80.0,53.0,75.0,68.0,23.0,22.0,27.0,15.0,7.0,12.0,7.0,9.0
762,25,78,3.0,LS,42.0,81.0,84.0,70.0,67.0,64.0,40.0,37.0,48.0,76.0,53.0,69.0,64.0,79.0,44.0,80.0,79.0,84.0,86.0,62.0,73.0,34.0,82.0,62.0,73.0,78.0,37.0,23.0,26.0,11.0,9.0,14.0,16.0,12.0
763,29,78,4.0,LS,66.0,80.0,77.0,69.0,67.0,71.0,69.0,74.0,64.0,76.0,73.0,71.0,69.0,77.0,67.0,84.0,63.0,82.0,89.0,76.0,67.0,43.0,77.0,70.0,74.0,71.0,31.0,33.0,34.0,9.0,7.0,15.0,12.0,13.0
771,22,78,3.0,ST,40.0,80.0,80.0,68.0,72.0,76.0,69.0,60.0,55.0,76.0,79.0,78.0,76.0,76.0,74.0,79.0,84.0,74.0,72.0,66.0,70.0,24.0,80.0,60.0,71.0,76.0,51.0,29.0,26.0,12.0,15.0,9.0,14.0,11.0
782,27,78,4.0,RS,44.0,81.0,78.0,64.0,76.0,72.0,48.0,62.0,38.0,76.0,68.0,75.0,64.0,74.0,58.0,86.0,79.0,66.0,91.0,64.0,60.0,20.0,78.0,46.0,68.0,76.0,52.0,24.0,22.0,9.0,9.0,8.0,6.0,8.0
818,29,78,3.0,RS,33.0,81.0,93.0,64.0,80.0,66.0,49.0,28.0,36.0,74.0,66.0,63.0,65.0,76.0,59.0,80.0,86.0,66.0,84.0,56.0,60.0,24.0,80.0,52.0,64.0,73.0,49.0,21.0,17.0,15.0,6.0,12.0,14.0,9.0
821,25,78,4.0,RS,63.0,81.0,80.0,67.0,71.0,70.0,69.0,69.0,48.0,74.0,65.0,65.0,66.0,77.0,52.0,79.0,69.0,73.0,83.0,72.0,67.0,24.0,82.0,61.0,77.0,72.0,47.0,30.0,17.0,15.0,9.0,10.0,13.0,9.0
823,27,78,4.0,RS,69.0,76.0,81.0,71.0,77.0,74.0,71.0,45.0,67.0,74.0,69.0,76.0,73.0,76.0,49.0,79.0,68.0,76.0,78.0,68.0,80.0,51.0,83.0,71.0,90.0,74.0,46.0,36.0,28.0,7.0,11.0,13.0,14.0,10.0
824,27,78,3.0,ST,59.0,80.0,81.0,71.0,77.0,75.0,72.0,41.0,63.0,75.0,56.0,61.0,59.0,80.0,55.0,79.0,77.0,92.0,84.0,75.0,75.0,62.0,82.0,63.0,73.0,81.0,62.0,59.0,51.0,7.0,11.0,7.0,9.0,7.0
825,27,78,4.0,ST,55.0,82.0,75.0,61.0,71.0,71.0,68.0,75.0,54.0,76.0,67.0,66.0,68.0,71.0,68.0,82.0,75.0,75.0,88.0,73.0,86.0,25.0,84.0,71.0,77.0,77.0,20.0,24.0,15.0,12.0,12.0,11.0,9.0,9.0
834,27,78,3.0,LS,70.0,79.0,68.0,67.0,75.0,83.0,67.0,69.0,60.0,82.0,88.0,87.0,82.0,75.0,72.0,79.0,42.0,59.0,58.0,78.0,53.0,37.0,81.0,75.0,69.0,75.0,50.0,15.0,18.0,14.0,15.0,11.0,12.0,7.0
844,26,78,3.0,LS,67.0,76.0,75.0,75.0,79.0,76.0,68.0,80.0,53.0,77.0,65.0,65.0,64.0,78.0,60.0,84.0,70.0,64.0,82.0,80.0,75.0,34.0,79.0,65.0,81.0,78.0,55.0,30.0,26.0,12.0,13.0,14.0,6.0,11.0
847,29,78,4.0,ST,74.0,78.0,68.0,75.0,78.0,79.0,82.0,77.0,70.0,80.0,76.0,78.0,70.0,80.0,73.0,82.0,63.0,70.0,69.0,79.0,67.0,38.0,79.0,81.0,79.0,75.0,25.0,24.0,26.0,14.0,8.0,8.0,10.0,10.0
866,30,78,3.0,LS,68.0,76.0,76.0,72.0,73.0,72.0,57.0,56.0,70.0,76.0,66.0,72.0,67.0,76.0,64.0,84.0,70.0,74.0,91.0,74.0,78.0,47.0,80.0,73.0,78.0,71.0,48.0,36.0,50.0,8.0,15.0,6.0,15.0,15.0
874,29,78,3.0,ST,61.0,79.0,86.0,71.0,74.0,71.0,64.0,60.0,55.0,77.0,66.0,65.0,50.0,75.0,32.0,78.0,63.0,77.0,93.0,68.0,75.0,30.0,78.0,73.0,77.0,70.0,21.0,15.0,19.0,15.0,12.0,11.0,11.0,8.0
890,33,78,3.0,RF,75.0,77.0,66.0,76.0,88.0,78.0,80.0,75.0,67.0,78.0,76.0,75.0,67.0,76.0,70.0,92.0,71.0,70.0,83.0,80.0,70.0,36.0,75.0,79.0,83.0,79.0,54.0,39.0,39.0,10.0,9.0,16.0,9.0,9.0
895,31,77,4.0,ST,68.0,76.0,77.0,72.0,76.0,74.0,73.0,52.0,69.0,71.0,75.0,76.0,69.0,76.0,64.0,78.0,90.0,79.0,77.0,69.0,72.0,39.0,78.0,68.0,72.0,75.0,54.0,32.0,42.0,15.0,10.0,12.0,6.0,14.0
909,28,77,4.0,ST,74.0,78.0,78.0,73.0,76.0,73.0,77.0,74.0,64.0,75.0,75.0,77.0,91.0,78.0,71.0,77.0,80.0,80.0,61.0,76.0,65.0,44.0,80.0,79.0,76.0,77.0,45.0,21.0,18.0,14.0,7.0,11.0,9.0,14.0
910,34,77,2.0,LS,66.0,83.0,84.0,75.0,75.0,68.0,66.0,54.0,62.0,72.0,45.0,51.0,68.0,78.0,59.0,77.0,70.0,67.0,89.0,69.0,63.0,34.0,82.0,69.0,80.0,77.0,32.0,53.0,35.0,1.0,1.0,1.0,1.0,1.0
912,29,77,4.0,ST,65.0,75.0,74.0,74.0,75.0,83.0,74.0,44.0,70.0,80.0,76.0,78.0,76.0,74.0,66.0,77.0,67.0,76.0,76.0,64.0,55.0,40.0,77.0,70.0,68.0,75.0,31.0,36.0,20.0,9.0,9.0,9.0,16.0,6.0
925,26,77,3.0,ST,70.0,79.0,66.0,72.0,72.0,77.0,78.0,77.0,64.0,79.0,67.0,70.0,70.0,74.0,56.0,82.0,74.0,63.0,71.0,77.0,57.0,18.0,79.0,72.0,72.0,71.0,21.0,24.0,20.0,12.0,11.0,11.0,5.0,5.0
928,28,77,4.0,ST,69.0,77.0,74.0,71.0,74.0,77.0,66.0,71.0,61.0,77.0,78.0,78.0,74.0,74.0,76.0,80.0,77.0,80.0,75.0,73.0,52.0,39.0,78.0,71.0,71.0,78.0,19.0,22.0,21.0,6.0,6.0,15.0,16.0,7.0
941,32,77,3.0,ST,61.0,83.0,66.0,79.0,75.0,80.0,84.0,83.0,69.0,78.0,67.0,53.0,79.0,78.0,70.0,75.0,73.0,70.0,69.0,75.0,58.0,45.0,80.0,77.0,78.0,77.0,25.0,22.0,24.0,6.0,8.0,8.0,15.0,6.0
948,31,77,4.0,ST,56.0,73.0,84.0,70.0,75.0,71.0,70.0,46.0,58.0,75.0,72.0,67.0,72.0,73.0,58.0,81.0,77.0,75.0,85.0,72.0,75.0,47.0,76.0,70.0,70.0,73.0,12.0,47.0,33.0,15.0,5.0,12.0,14.0,14.0
952,29,77,3.0,ST,60.0,77.0,91.0,66.0,74.0,67.0,53.0,42.0,57.0,74.0,43.0,50.0,57.0,77.0,47.0,83.0,83.0,50.0,92.0,76.0,88.0,45.0,78.0,65.0,73.0,76.0,26.0,46.0,43.0,14.0,14.0,12.0,10.0,6.0
955,33,77,3.0,ST,70.0,80.0,73.0,73.0,74.0,77.0,67.0,63.0,69.0,81.0,63.0,59.0,72.0,75.0,74.0,78.0,80.0,67.0,75.0,76.0,80.0,25.0,81.0,76.0,72.0,82.0,21.0,26.0,20.0,14.0,13.0,11.0,6.0,13.0
957,27,77,3.0,RS,75.0,76.0,66.0,73.0,77.0,78.0,82.0,71.0,63.0,78.0,78.0,81.0,73.0,77.0,68.0,83.0,64.0,68.0,68.0,80.0,59.0,24.0,79.0,73.0,77.0,80.0,25.0,33.0,23.0,13.0,12.0,11.0,9.0,11.0
962,28,77,3.0,ST,45.0,79.0,80.0,64.0,62.0,70.0,52.0,43.0,55.0,75.0,74.0,72.0,54.0,74.0,51.0,73.0,74.0,75.0,86.0,68.0,69.0,31.0,80.0,55.0,66.0,80.0,28.0,33.0,29.0,7.0,16.0,15.0,8.0,6.0
964,24,77,2.0,LS,56.0,76.0,83.0,66.0,71.0,74.0,57.0,35.0,58.0,75.0,71.0,72.0,72.0,77.0,79.0,78.0,83.0,74.0,71.0,69.0,65.0,37.0,79.0,67.0,62.0,74.0,55.0,39.0,32.0,11.0,12.0,8.0,8.0,6.0
968,28,77,4.0,RS,68.0,77.0,76.0,72.0,73.0,75.0,69.0,29.0,66.0,75.0,75.0,77.0,75.0,76.0,64.0,74.0,81.0,76.0,72.0,72.0,41.0,44.0,78.0,69.0,77.0,75.0,47.0,28.0,21.0,12.0,12.0,16.0,14.0,9.0
969,33,77,3.0,LS,65.0,80.0,79.0,77.0,84.0,72.0,73.0,56.0,47.0,76.0,41.0,44.0,60.0,83.0,59.0,81.0,71.0,51.0,77.0,66.0,83.0,30.0,82.0,71.0,83.0,79.0,59.0,29.0,22.0,16.0,12.0,13.0,14.0,16.0
970,28,77,4.0,RS,48.0,75.0,84.0,68.0,75.0,70.0,53.0,52.0,40.0,71.0,69.0,68.0,66.0,73.0,46.0,85.0,71.0,72.0,85.0,68.0,72.0,33.0,77.0,53.0,65.0,76.0,36.0,23.0,13.0,13.0,13.0,7.0,5.0,14.0
973,34,77,4.0,ST,63.0,80.0,79.0,68.0,81.0,62.0,72.0,66.0,44.0,69.0,50.0,57.0,58.0,79.0,62.0,80.0,77.0,53.0,78.0,73.0,69.0,27.0,84.0,66.0,62.0,81.0,32.0,33.0,23.0,7.0,12.0,6.0,9.0,11.0
981,28,77,4.0,ST,51.0,80.0,76.0,64.0,72.0,69.0,52.0,48.0,52.0,76.0,68.0,67.0,67.0,73.0,82.0,83.0,72.0,68.0,89.0,57.0,76.0,19.0,81.0,51.0,75.0,72.0,35.0,23.0,22.0,16.0,14.0,15.0,14.0,15.0
992,37,77,4.0,ST,56.0,83.0,84.0,71.0,80.0,66.0,54.0,66.0,44.0,81.0,47.0,39.0,67.0,84.0,67.0,76.0,72.0,57.0,73.0,73.0,75.0,33.0,84.0,73.0,84.0,82.0,50.0,24.0,29.0,11.0,16.0,15.0,9.0,14.0
994,34,77,5.0,ST,51.0,77.0,78.0,70.0,70.0,76.0,68.0,38.0,45.0,75.0,76.0,73.0,77.0,70.0,82.0,80.0,77.0,73.0,75.0,72.0,72.0,40.0,83.0,72.0,83.0,74.0,31.0,33.0,25.0,16.0,16.0,13.0,8.0,6.0
1001,28,77,2.0,LS,56.0,79.0,81.0,62.0,72.0,66.0,59.0,43.0,46.0,73.0,62.0,58.0,62.0,78.0,55.0,83.0,81.0,55.0,78.0,71.0,67.0,47.0,83.0,61.0,83.0,78.0,20.0,37.0,22.0,9.0,11.0,7.0,9.0,13.0
1003,31,77,3.0,ST,65.0,79.0,55.0,73.0,75.0,86.0,80.0,80.0,58.0,84.0,80.0,75.0,88.0,76.0,73.0,77.0,70.0,70.0,66.0,82.0,66.0,38.0,77.0,63.0,72.0,73.0,55.0,30.0,30.0,7.0,16.0,16.0,6.0,12.0
1007,22,77,2.0,ST,65.0,78.0,75.0,77.0,75.0,81.0,70.0,67.0,58.0,80.0,78.0,80.0,78.0,71.0,78.0,76.0,63.0,69.0,63.0,77.0,48.0,22.0,77.0,71.0,66.0,76.0,38.0,24.0,22.0,9.0,12.0,6.0,13.0,16.0
1008,29,77,3.0,ST,68.0,77.0,71.0,73.0,73.0,76.0,73.0,69.0,67.0,76.0,78.0,85.0,79.0,71.0,73.0,77.0,70.0,78.0,74.0,74.0,77.0,18.0,76.0,73.0,72.0,72.0,40.0,18.0,12.0,15.0,9.0,10.0,15.0,16.0
1012,31,77,3.0,ST,64.0,78.0,80.0,67.0,74.0,73.0,62.0,66.0,56.0,75.0,66.0,72.0,68.0,73.0,54.0,78.0,74.0,70.0,85.0,67.0,50.0,32.0,79.0,71.0,72.0,82.0,19.0,21.0,20.0,12.0,8.0,16.0,8.0,7.0
1019,36,77,4.0,RS,49.0,79.0,82.0,75.0,79.0,68.0,55.0,59.0,57.0,77.0,34.0,41.0,33.0,79.0,32.0,83.0,42.0,64.0,90.0,75.0,76.0,41.0,82.0,69.0,80.0,73.0,45.0,32.0,19.0,6.0,14.0,8.0,13.0,14.0
1022,29,77,3.0,ST,49.0,76.0,71.0,61.0,70.0,80.0,64.0,53.0,47.0,76.0,84.0,81.0,75.0,78.0,69.0,73.0,80.0,78.0,78.0,62.0,78.0,30.0,84.0,60.0,63.0,82.0,17.0,45.0,41.0,9.0,11.0,13.0,16.0,8.0
1023,30,77,3.0,RS,63.0,72.0,55.0,71.0,71.0,81.0,65.0,45.0,66.0,78.0,92.0,93.0,91.0,77.0,91.0,77.0,80.0,71.0,40.0,68.0,73.0,42.0,75.0,74.0,64.0,77.0,42.0,33.0,24.0,12.0,6.0,14.0,12.0,9.0
1027,35,77,4.0,ST,54.0,85.0,65.0,66.0,82.0,74.0,63.0,68.0,43.0,77.0,73.0,63.0,77.0,78.0,87.0,84.0,68.0,55.0,54.0,78.0,62.0,19.0,85.0,65.0,74.0,82.0,30.0,20.0,11.0,7.0,14.0,8.0,10.0,13.0
1030,26,77,4.0,RS,50.0,81.0,75.0,72.0,72.0,76.0,74.0,66.0,63.0,75.0,74.0,76.0,77.0,72.0,71.0,75.0,89.0,81.0,78.0,65.0,39.0,19.0,80.0,64.0,76.0,66.0,22.0,37.0,27.0,13.0,12.0,10.0,15.0,11.0
1032,27,77,4.0,ST,63.0,78.0,73.0,70.0,66.0,78.0,64.0,53.0,62.0,78.0,78.0,85.0,76.0,75.0,67.0,76.0,71.0,82.0,81.0,63.0,55.0,47.0,78.0,72.0,67.0,77.0,28.0,25.0,21.0,11.0,8.0,16.0,10.0,8.0
1040,26,77,3.0,ST,46.0,78.0,83.0,65.0,69.0,66.0,69.0,64.0,48.0,74.0,68.0,75.0,65.0,75.0,61.0,80.0,76.0,70.0,84.0,71.0,74.0,40.0,79.0,64.0,81.0,77.0,39.0,30.0,29.0,14.0,16.0,16.0,7.0,16.0
1041,26,77,3.0,RS,57.0,76.0,77.0,65.0,72.0,72.0,61.0,55.0,58.0,73.0,81.0,81.0,79.0,73.0,77.0,85.0,56.0,61.0,72.0,77.0,52.0,23.0,75.0,56.0,56.0,78.0,20.0,14.0,15.0,8.0,9.0,8.0,8.0,11.0
1052,26,77,3.0,ST,39.0,78.0,90.0,65.0,70.0,68.0,68.0,36.0,35.0,76.0,51.0,69.0,54.0,72.0,55.0,78.0,83.0,66.0,85.0,68.0,40.0,19.0,78.0,42.0,72.0,74.0,30.0,13.0,12.0,14.0,11.0,10.0,13.0,7.0
1056,34,77,3.0,ST,48.0,83.0,85.0,69.0,74.0,65.0,57.0,33.0,55.0,74.0,34.0,34.0,52.0,84.0,71.0,78.0,84.0,55.0,77.0,64.0,79.0,45.0,88.0,70.0,80.0,81.0,44.0,29.0,23.0,15.0,16.0,14.0,7.0,10.0
1062,25,77,3.0,ST,49.0,80.0,77.0,65.0,69.0,68.0,67.0,66.0,59.0,76.0,70.0,68.0,62.0,74.0,75.0,82.0,82.0,69.0,88.0,72.0,78.0,37.0,78.0,58.0,86.0,74.0,40.0,30.0,19.0,13.0,8.0,9.0,10.0,15.0
1063,23,77,3.0,ST,69.0,75.0,73.0,74.0,69.0,76.0,54.0,40.0,59.0,74.0,76.0,79.0,72.0,76.0,64.0,79.0,73.0,65.0,76.0,69.0,69.0,28.0,78.0,69.0,65.0,72.0,16.0,24.0,18.0,15.0,13.0,16.0,11.0,15.0
1066,23,77,3.0,RS,40.0,80.0,78.0,61.0,76.0,68.0,65.0,29.0,44.0,74.0,71.0,77.0,65.0,77.0,60.0,79.0,70.0,74.0,77.0,63.0,82.0,29.0,81.0,58.0,72.0,63.0,58.0,39.0,17.0,12.0,11.0,7.0,11.0,14.0
1070,20,77,3.0,RS,48.0,80.0,76.0,70.0,72.0,74.0,68.0,42.0,34.0,76.0,75.0,77.0,69.0,74.0,76.0,74.0,75.0,72.0,74.0,62.0,60.0,14.0,80.0,56.0,68.0,72.0,36.0,20.0,18.0,10.0,7.0,7.0,10.0,5.0
1074,29,77,3.0,ST,59.0,72.0,75.0,72.0,75.0,72.0,66.0,68.0,59.0,77.0,69.0,71.0,61.0,78.0,67.0,84.0,75.0,54.0,90.0,68.0,80.0,43.0,82.0,61.0,73.0,70.0,32.0,44.0,47.0,7.0,13.0,7.0,8.0,10.0
1088,23,77,4.0,ST,29.0,78.0,84.0,67.0,76.0,66.0,39.0,52.0,43.0,74.0,60.0,64.0,67.0,77.0,63.0,82.0,81.0,64.0,88.0,70.0,89.0,14.0,82.0,68.0,66.0,76.0,25.0,24.0,13.0,15.0,12.0,6.0,7.0,13.0
1090,34,77,3.0,ST,64.0,79.0,79.0,73.0,71.0,70.0,67.0,66.0,65.0,83.0,68.0,62.0,72.0,74.0,79.0,71.0,81.0,69.0,75.0,67.0,68.0,33.0,81.0,74.0,79.0,77.0,31.0,32.0,34.0,15.0,12.0,15.0,12.0,11.0
1091,25,77,3.0,ST,60.0,78.0,72.0,66.0,74.0,76.0,66.0,42.0,50.0,79.0,89.0,88.0,81.0,76.0,72.0,72.0,76.0,69.0,69.0,66.0,40.0,30.0,80.0,58.0,66.0,74.0,26.0,20.0,18.0,8.0,14.0,13.0,15.0,15.0
1092,36,77,3.0,RS,70.0,76.0,74.0,76.0,76.0,82.0,78.0,67.0,56.0,84.0,79.0,77.0,79.0,76.0,81.0,70.0,76.0,65.0,61.0,60.0,78.0,39.0,80.0,77.0,79.0,82.0,40.0,33.0,30.0,17.0,14.0,17.0,17.0,17.0
1094,31,77,3.0,ST,51.0,84.0,78.0,66.0,73.0,65.0,57.0,49.0,46.0,75.0,61.0,63.0,68.0,72.0,62.0,78.0,77.0,78.0,79.0,67.0,71.0,35.0,82.0,71.0,63.0,71.0,59.0,35.0,24.0,11.0,9.0,14.0,13.0,6.0
1095,27,77,3.0,ST,68.0,79.0,74.0,72.0,74.0,74.0,69.0,62.0,63.0,77.0,75.0,73.0,65.0,75.0,57.0,80.0,68.0,81.0,84.0,75.0,60.0,31.0,75.0,74.0,68.0,82.0,39.0,36.0,24.0,6.0,8.0,14.0,9.0,7.0
1098,21,77,3.0,ST,66.0,83.0,58.0,68.0,69.0,80.0,52.0,38.0,48.0,81.0,85.0,88.0,79.0,71.0,78.0,78.0,67.0,66.0,66.0,63.0,47.0,22.0,83.0,65.0,67.0,62.0,36.0,24.0,17.0,14.0,6.0,8.0,12.0,6.0
1103,25,77,3.0,ST,50.0,80.0,78.0,68.0,65.0,70.0,35.0,36.0,64.0,75.0,65.0,69.0,61.0,67.0,69.0,80.0,72.0,75.0,91.0,77.0,42.0,20.0,79.0,70.0,78.0,80.0,31.0,27.0,18.0,14.0,12.0,16.0,13.0,16.0
1116,27,77,3.0,ST,49.0,81.0,83.0,68.0,68.0,73.0,48.0,42.0,53.0,77.0,70.0,72.0,78.0,77.0,68.0,75.0,77.0,72.0,73.0,77.0,58.0,23.0,77.0,66.0,70.0,79.0,22.0,29.0,26.0,11.0,11.0,8.0,14.0,15.0
1119,30,77,3.0,ST,60.0,78.0,81.0,66.0,76.0,69.0,72.0,71.0,59.0,72.0,53.0,62.0,47.0,74.0,34.0,83.0,76.0,63.0,86.0,72.0,75.0,10.0,78.0,68.0,61.0,83.0,13.0,18.0,10.0,12.0,7.0,10.0,8.0,16.0
